ID,Tên xe,Dòng xe,Hãng,Xuất xứ,Số cửa,Số chỗ ngồi,Động cơ,Tình trạng,Năm sản xuất,Giá,Tỉnh
4834027,Xe BMW X3 sDrive20i M Sport 2023,SUV,BMW,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,2159000000,Nghệ An
4834028,Xe BMW 5 Series 523i 2011,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2011,590000000,TP HCM
4834038,Xe BMW 5 Series 520i M Sport 2023,Sedan,BMW,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,2639000000,Nghệ An
4834039,Xe Kia Morning Van 1.0 AT 2016,Van/Minivan,Kia,Nhập khẩu,5,2,Xăng,Xe đã dùng,2016,258000000,Hà Nội
4834040,Xe Kia Soluto 1.4 MT 2021,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,385000000,Bình Dương
4834041,Xe Ford Ranger XL 2.2L 4x4 MT 2012,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2012,330000000,TP HCM
4834046,Xe BMW X5 xDrive40i M Sport 2023,SUV,BMW,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,4019000000,Nghệ An
4834050,Xe Ford Fiesta 1.6 AT 2011,Sedan,Ford,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2011,245000000,Hà Nội
4834055,Xe Mercedes Benz GLC 200 4Matic 2022,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2022,1979000000,TP HCM
4834059,Xe Toyota Vios 1.5E 2016,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2016,345000000,Yên Bái
4834071,Xe Lexus LS 400 1990,Sedan,Lexus,Nhập khẩu,4,5,Xăng,Xe đã dùng,1990,150000000,Hà Nội
4834079,Xe Mercedes Benz Maybach S400 2016,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2016,4550000000,Hà Nội
4834080,Xe Kia Morning LX 1.1 MT 2011,Hatchback,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2011,125000000,TP HCM
4834083,Xe Ford Explorer Limited 2.3L EcoBoost 2023,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe mới,2023,2300000000,Hà Nội
4834085,Xe Ford Explorer Limited 2.3L EcoBoost 2023,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe mới,2023,2300000000,Hà Nội
4834087,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1200000000,Hà Nội
4834091,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1200000000,Hà Nội
4834094,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1400000000,Hà Nội
4834095,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1200000000,Hà Nội
4834096,Xe Hyundai i10 Grand 1.2 AT 2020,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,375000000,Đà Nẵng
4834097,Xe VinFast Lux A 2.0 Tiêu chuẩn 2022,Sedan,VinFast,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,715000000,Đăk Lăk
4834120,Xe Porsche Panamera 3.0 V6 2018,Sedan,Porsche,Nhập khẩu,4,4,Xăng,Xe đã dùng,2018,4950000000,Hà Nội
4834122,Xe Mazda CX5 2.5 AT 2WD 2017,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2017,630000000,Hà Nội
4834127,Xe Toyota Fortuner 2.4G 4x2 MT 2017,SUV,Toyota,Nhập khẩu,5,8,Dầu,Xe đã dùng,2017,780000000,Bình Phước
4834132,Xe VinFast Lux A 2.0 2.0 AT 2021,Sedan,VinFast,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,710000000,TP HCM
4834142,Xe BMW 4 Series 430i Convertible 2016,Convertible/Cabriolet,BMW,Nhập khẩu,2,4,Xăng,Xe đã dùng,2016,1780000000,TP HCM
4834146,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1200000000,Hà Nội
4834148,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1400000000,Hà Nội
4834149,Xe Ford Ranger XL 2.0L 4x4 MT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,600000000,Hà Nội
4834150,Xe Ford Ranger XL 2.0L 4x4 MT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,600000000,Hà Nội
4834152,Xe Ford Ranger XLS 2.2L 4x2 MT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,440000000,Đồng Nai
4834153,Xe Lexus RX 350 2018,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2018,3450000000,TP HCM
4834156,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,770000000,Hà Nội
4834157,Xe Ford Ranger XLS 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,710000000,Hà Nội
4834158,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,770000000,Hà Nội
4834159,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,770000000,Hà Nội
4834160,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,770000000,Hà Nội
4834165,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,900000000,Hà Nội
4834166,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,900000000,Hà Nội
4834167,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,900000000,Hà Nội
4834168,Xe Ford Ranger XLS 2.0L 4x2 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,630000000,Hà Nội
4834177,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,770000000,Hà Nội
4834178,Xe Toyota Vios 1.5E MT 2020,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,405000000,Bà Rịa Vũng Tàu
4834189,Xe Daewoo Gentra SX 1.5 MT 2009,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2009,115000000,Hải Phòng
4834194,Xe Toyota Innova G 2010,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2010,256000000,Đồng Nai
4834201,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,850000000,Hà Nội
4834203,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,900000000,Hà Nội
4834204,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,769000000,Hà Nội
4834205,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,769000000,Hà Nội
4834215,Xe VinFast Fadil 1.4 AT 2020,Hatchback,VinFast,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,338000000,Hà Nội
4834216,Xe Toyota Camry 2.0G 2019,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,2019,829000000,Hà Nội
4834217,Xe Toyota Fortuner 2.7V 4x4 AT 2011,SUV,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2011,385000000,Hải Phòng
4834219,Xe Toyota Veloz Cross 1.5 CVT 2022,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2022,639000000,TP HCM
4834228,Xe Toyota Vios E 1.5 MT 2022,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,490000000,Đồng Nai
4834252,Xe Mini Cooper Countryman S 2023,SUV,Mini,Nhập khẩu,5,5,Xăng,Xe mới,2023,2609000000,Hà Nội
4834266,Xe VinFast Lux SA 2.0 2.0 AT 2020,SUV,VinFast,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2020,820000000,Hà Nội
4834274,Xe Kia Sorento DATH 2016,SUV,Kia,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2016,666000000,Bắc Ninh
4834280,Xe Honda Civic 1.8 AT 2008,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2008,238000000,Ninh Bình
4834284,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,915000000,Hải Dương
4834293,Xe VinFast Fadil 1.4 AT 2020,Hatchback,VinFast,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,342000000,Hà Nội
4834297,Xe Isuzu Hi lander V-Spec 2.5MT 2007,SUV,Isuzu,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2007,179000000,Ninh Bình
4834314,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,630000000,Hà Nội
4834325,Xe Mercedes Benz GLC 200 2022,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2022,1799000000,TP HCM
4834332,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe đã dùng,2022,620000000,Bình Dương
4834337,Xe Hyundai Sonata Y20 2.0 AT 2010,Sedan,Hyundai,Nhập khẩu,4,5,Xăng,Xe đã dùng,2010,380000000,Hải Dương
4834341,Xe Kia Cerato 1.6 AT 2010,Sedan,Kia,Nhập khẩu,4,5,Xăng,Xe đã dùng,2010,298000000,Hà Nội
4834343,Xe Mitsubishi Xpander Cross 1.5 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2022,660000000,Hà Nam
4834348,Xe Nissan Sunny XL 2015,Sedan,Nissan,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,260000000,Phú Thọ
4834351,Xe Daewoo Lacetti EX 2009,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2009,116000000,Ninh Bình
4834352,Xe Peugeot 3008 Allure 1.6 AT 2020,Crossover,Peugeot,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,860000000,Hà Nội
4834356,Xe Toyota Corolla Cross 1.8G 2020,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,755000000,Hà Nội
4834361,Xe Mazda 2 S 2015,Hatchback,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2015,325000000,Bình Dương
4834383,Xe Hyundai i10 Grand 1.2 MT 2016,Sedan,Hyundai,Nhập khẩu,4,5,Xăng,Xe đã dùng,2016,265000000,TP HCM
4834398,Xe Chevrolet Spark LT 1.2 MT 2018,Hatchback,Chevrolet,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2018,242000000,TP HCM
4834400,Xe Toyota Camry LE 3.0 MT 1994,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,1994,98000000,Hải Phòng
4834404,Xe Hyundai Elantra Sport 1.6 AT 2018,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,555000000,Thái Nguyên
4834418,Xe Mercedes Benz C class C200 Avantgarde 2022,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,1615000000,Hà Nội
4834423,Xe Toyota Camry 2.4G 2011,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2011,450000000,Hà Nội
4834427,Xe Mitsubishi Jolie MB 2003,SUV,Mitsubishi,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2003,87000000,Bình Dương
4834431,Xe Hyundai i10 Grand 1.2 AT 2021,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,398000000,Hưng Yên
4834438,Xe Kia Sorento Signature 2.5 AT AWD 2022,SUV,Kia,Lắp ráp trong nước,5,6,Xăng,Xe đã dùng,2022,1090000000,TP HCM
4834441,Xe Mercedes Benz C class C300 AMG 2022,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,2039000000,Hà Nội
4834459,Xe Hyundai Kona 2.0 ATH 2020,Crossover,Hyundai,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,599000000,Hà Nội
4834479,Xe Mercedes Benz S class S450 Luxury 2022,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2022,5650000000,Hà Nội
4834493,Xe Mercedes Benz C class C300 AMG 2021,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2021,2399000000,Hà Nội
4834499,Xe Mitsubishi Xpander 1.5 AT 2021,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2021,585000000,TP HCM
4834502,Xe Hyundai Starex Van 2.5 MT 2004,Van/Minivan,Hyundai,Nhập khẩu,4,6,Dầu,Xe đã dùng,2004,132000000,Hà Nội
4834510,Xe Mercedes Benz Maybach S450 4Matic 2020,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2020,6999000000,Hà Nội
4834521,Xe Hyundai Starex Van 2.5 MT 2005,Van/Minivan,Hyundai,Nhập khẩu,4,6,Dầu,Xe đã dùng,2005,140000000,Hà Nội
4834524,Xe Mazda CX5 2.5 AT AWD 2016,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,620000000,Hà Nội
4834531,Xe Ford Tourneo Trend 2.0 AT 2019,Van/Minivan,Ford,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2019,710000000,Bình Dương
4834536,Xe Toyota Rush 1.5S AT 2021,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2021,610000000,TP HCM
4834537,Xe Honda City 1.5TOP 2017,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,458000000,Hà Nội
4834544,Xe Porsche Cayenne 3.0 V6 2021,SUV,Porsche,Nhập khẩu,5,5,Xăng,Xe đã dùng,2021,5779000000,Hà Nội
4834549,Xe Honda CRV 2.4 AT - TG 2016,SUV,Honda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,665000000,Hà Nội
4834554,Xe Ford Everest 2.5L 4x2 MT 2008,SUV,Ford,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2008,245000000,Hà Nội
4834564,Xe Honda City RS 1.5 AT 2022,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,555000000,TP HCM
4834572,Xe Toyota Corolla Cross 1.8V 2020,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,795000000,TP HCM
4834579,Xe Porsche Cayenne S E-Hybrid Platinum Edition 2017,SUV,Porsche,Nhập khẩu,5,5,Hybrid,Xe đã dùng,2017,3500000000,TP HCM
4834580,Xe Mercedes Benz GLK Class GLK300 4Matic 2009,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2009,425000000,Hà Nội
4834587,Xe Ford Laser Deluxe 1.6 MT 2001,Sedan,Ford,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2001,119000000,Hậu Giang
4834592,Xe Toyota Corolla Cross 1.8V 2020,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,790000000,Bà Rịa Vũng Tàu
4834606,Xe Hyundai Starex Van 2.5 MT 2004,Van/Minivan,Hyundai,Nhập khẩu,4,6,Dầu,Xe đã dùng,2004,136000000,Hà Nội
4834616,Xe Kia K3 Premium 2.0 AT 2022,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe mới,2022,658000000,Hải Dương
4834617,Xe Mitsubishi Xpander Cross 1.5 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe mới,2022,688000000,Phú Thọ
4834621,Xe Mercedes Benz E class E200 Exclusive 2022,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2022,2150000000,Hà Nội
4834627,Xe Kia Morning SLX 1.0 AT 2008,Hatchback,Kia,Nhập khẩu,5,5,Xăng,Xe đã dùng,2008,185000000,Bình Phước
4834631,Xe Mitsubishi Xpander 1.5 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe mới,2022,588000000,Phú Thọ
4834637,Xe Mitsubishi Xpander Cross 1.5 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Xăng,Xe mới,2022,688000000,Phú Thọ
4834642,Xe Mercedes Benz C class C250 2012,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2012,445000000,Hà Nội
4834646,Xe Mazda BT50 2.2L 4x2 AT 2016,Bán tải / Pickup,Mazda,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,435000000,Đăk Lăk
4834647,Xe Hyundai Elantra 1.6 AT 2017,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,465000000,TP HCM
4834658,Xe Nissan Navara VL 2.5 AT 4WD 2015,Bán tải / Pickup,Nissan,Nhập khẩu,4,5,Dầu,Xe đã dùng,2015,525000000,Phú Thọ
4834667,Xe Kia Seltos Luxury 1.4 AT 2021,Crossover,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,660000000,Hải Phòng
4834669,Xe Kia Sportage 2.0 AT 2010,Crossover,Kia,Nhập khẩu,5,5,Xăng,Xe đã dùng,2010,425000000,Gia Lai
4834675,Xe Honda City RS 2023,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,529000000,Hà Nội
4834679,Xe Mitsubishi Jolie MB 2001,SUV,Mitsubishi,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2001,60000000,Đồng Nai
4834686,Xe Mercedes Benz C class C200 2012,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2012,425000000,Hải Phòng
4834688,Xe Kia Carnival Premium 2.2D 2021,Van/Minivan,Kia,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2021,1330000000,Hải Phòng
4834691,Xe BMW 3 Series 320i 2016,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2016,789000000,Hà Nội
4834696,Xe Kia Cerato 2.0 AT Premium 2021,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,595000000,Đồng Nai
4834697,Xe Toyota Corolla XLi 1.6 AT 2009,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe đã dùng,2009,305000000,Hà Nội
4834700,Xe Toyota Innova 2.0E 2016,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2016,480000000,TP HCM
4834724,Xe Ford Transit Tiêu chuẩn 2023,Van/Minivan,Ford,Lắp ráp trong nước,4,16,Dầu,Xe mới,2023,845000000,Hà Nội
4834725,Xe Ford Transit Tiêu chuẩn 2023,Van/Minivan,Ford,Lắp ráp trong nước,4,16,Dầu,Xe mới,2023,845000000,Hà Nội
4834726,Xe Ford Transit Tiêu chuẩn 2023,Van/Minivan,Ford,Lắp ráp trong nước,4,16,Dầu,Xe mới,2023,845000000,Hà Nội
4834733,Xe Ford Explorer Limited 2.3L EcoBoost 2023,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe mới,2023,2366000000,Hà Nội
4834734,Xe Ford Explorer Limited 2.3L EcoBoost 2023,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe mới,2023,2366000000,Hà Nội
4834736,Xe Ford Everest Sport 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1166000000,Hà Nội
4834737,Xe Ford Everest Sport 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1166000000,Hà Nội
4834739,Xe Mazda 3 1.5 AT 2015,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,439000000,Hà Nội
4834745,Xe Ford Ranger XLS 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,716000000,TP HCM
4834748,Xe Ford Ranger XL 2.0L 4x4 MT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,659000000,Hà Nội
4834749,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1452000000,Hà Nội
4834750,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1452000000,Hà Nội
4834751,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1452000000,Hà Nội
4834752,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4834754,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4834755,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4834756,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4834757,Xe Ford Everest Sport 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1166000000,Hà Nội
4834758,Xe Toyota Corolla GLi 1.6 MT 2000,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2000,140000000,TP HCM
4834759,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,899000000,Hà Nội
4834760,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,899000000,Hà Nội
4834762,Xe Ford Ranger XLS 2.0L 4x2 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,688000000,Hà Nội
4834763,Xe Ford Ranger XLS 2.0L 4x2 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,688000000,Hà Nội
4834764,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,830000000,Hà Nội
4834765,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,965000000,Hà Nội
4834766,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,972000000,Hà Nội
4834767,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,965000000,Hà Nội
4834771,Xe Hyundai Accent 1.4 MT 2022,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe mới,2022,450000000,Hà Nội
4834773,Xe Ford Ranger XLS 2.2L 4x2 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,499000000,Đăk Lăk
4834774,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,935000000,Hà Nội
4834777,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,822000000,Hà Nội
4834779,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,822000000,Hà Nội
4834780,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,822000000,Hà Nội
4834781,Xe Ford Territory Trend 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,822000000,Hà Nội
4834783,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,899000000,Hà Nội
4834784,Xe Ford Ranger XLT 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,830000000,Hà Nội
4834791,Xe BMW X6 xDrive40i M Sport 2022,SUV,BMW,Nhập khẩu,5,5,Xăng,Xe mới,2022,5399000000,Nghệ An
4834801,Xe BMW X4 xDrive20i M Sport 2022,SUV,BMW,Nhập khẩu,5,5,Xăng,Xe mới,2022,3499000000,Nghệ An
4834809,Xe BMW X3 sDrive20i 2023,SUV,BMW,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,1799000000,Nghệ An
4834813,Xe Toyota Innova G 2009,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2009,245000000,Bà Rịa Vũng Tàu
4834817,Xe BMW X5 xDrive40i xLine 2023,SUV,BMW,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,4169000000,Nghệ An
4834820,Xe Ford Focus S 2.0 AT 2013,Hatchback,Ford,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2013,375000000,Bà Rịa Vũng Tàu
4834827,Xe BMW X3 xDrive30i M Sport 2023,SUV,BMW,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,2439000000,Nghệ An
4834828,Xe Hyundai SantaFe 2.2L 2015,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2015,658000000,Thái Nguyên
4834829,Xe Toyota Camry 2.0Q 2022,Sedan,Toyota,Nhập khẩu,5,5,Xăng,Xe đã dùng,2022,1115000000,Cần Thơ
4834831,Xe Mitsubishi Pajero Sport 2.4D 4x2 AT 2022,SUV,Mitsubishi,Nhập khẩu,5,7,Dầu,Xe mới,2022,1022000000,TP HCM
4834835,Xe Honda City RS 1.5 AT 2023,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,525000000,Hà Nội
